Name,Type,Address,Postal Code,Latitude,Longitude,Washroom,Product,Neighbourhood,neighbourhood_code,neighbourhood_name
Spadina Ave at Sullivan St,0,,,43.65102,-79.3973,,0,,78,Kensington-Chinatown
Spadina Ave at Sullivan St North Side,0,,,43.65129,-79.3973,,0,,78,Kensington-Chinatown
Spadina Ave at Sussex Ave,0,,,43.66451,-79.4026,,0,,79,University
Spadina Ave at Sussex Ave South Side,0,,,43.66422,-79.4026,,0,,79,University
Spadina Ave at Willcocks St,0,,,43.66145,-79.4015,,0,,79,University
Spadina Ave at Willcocks St,0,,,43.66112,-79.4013,,0,,79,University
Spadina Station Streetcar Platform,0,,,43.66722,-79.4037,,0,,95,Annex
Union Station Streetcar Platform,0,,,43.64564,-79.3792,,0,,166,St Lawrence-East Bayfront-The Islands
1138 Bathurst St,3,,,43.67537,-79.4153,,0,,94,Wychwood
Bathurst St at Alcina Ave,3,,,43.68017,-79.4172,,0,,94,Wychwood
Bathurst St at Barton Ave,3,,,43.66802,-79.4122,,0,,95,Annex
Bathurst St at Bloor St West,3,,,43.66524,-79.4113,,0,,95,Annex
Bathurst St at Bloor St West,3,,,43.66501,-79.4111,,0,,79,University
Bathurst St at Bridgman Ave,3,,,43.67499,-79.415,,0,,96,Casa Loma
Bathurst St at Carr St,3,,,43.6486,-79.4044,,0,,78,Kensington-Chinatown
Bathurst St at College St,3,,,43.65663,-79.4079,,0,,80,Palmerston-Little Italy
Bathurst St at College St,3,,,43.65624,-79.4075,,0,,78,Kensington-Chinatown
Bathurst St at Davenport Rd,3,,,43.67705,-79.4158,,0,,96,Casa Loma
Bathurst St at Davenport Rd,3,,,43.67651,-79.4156,,0,,96,Casa Loma
Bathurst St at Dundas St West - Toronto Western Hospital,3,,,43.65248,-79.4062,,0,,81,Trinity-Bellwoods
Bathurst St at Dundas St West - Toronto Western Hospital,3,,,43.65218,-79.4059,,0,,78,Kensington-Chinatown
Bathurst St at Dupont St,3,,,43.67324,-79.4145,,0,,95,Annex
Bathurst St at Dupont St,3,,,43.67305,-79.4142,,0,,95,Annex
Bathurst St at Fort York Blvd,3,,,43.63868,-79.4005,,0,,165,Harbourfront-CityPlace
Bathurst St at Fort York Blvd,3,,,43.63895,-79.4008,,0,,163,Fort York-Liberty Village
Bathurst St at Harbord St,3,,,43.66161,-79.4099,,0,,80,Palmerston-Little Italy
Bathurst St at Harbord St,3,,,43.66142,-79.4096,,0,,79,University
Bathurst St at King St West,3,,,43.64414,-79.4028,,0,,162,West Queen West
Bathurst St at King St West,3,,,43.64366,-79.4025,,0,,164,Wellington Place
Bathurst St at Lennox St,3,,,43.6639,-79.4108,,0,,80,Palmerston-Little Italy
Bathurst St at Lennox St,3,,,43.66373,-79.4105,,0,,79,University
Bathurst St at Nassau St - Toronto Western Hospital,3,,,43.65435,-79.4069,,0,,81,Trinity-Bellwoods
Bathurst St at Nassau St - Toronto Western Hospital,3,,,43.65472,-79.4069,,0,,78,Kensington-Chinatown
Bathurst St at Niagara St,3,,,43.64178,-79.4018,,0,,164,Wellington Place
Bathurst St at Niagara St,3,,,43.64203,-79.402,,0,,162,West Queen West
Bathurst St at Nina St,3,,,43.67972,-79.4169,,0,,96,Casa Loma
Bathurst St at Olive Ave,3,,,43.67038,-79.4134,,0,,95,Annex
Bathurst St at Queen St West,3,,,43.64738,-79.4041,,0,,81,Trinity-Bellwoods
Bathurst St at Queen St West,3,,,43.64707,-79.4039,,0,,164,Wellington Place
Bathurst St at Robinson St,3,,,43.6491,-79.4048,,0,,81,Trinity-Bellwoods
Bathurst St at Ulster St,3,,,43.65987,-79.4092,,0,,80,Palmerston-Little Italy
Bathurst St at Ulster St,3,,,43.65973,-79.4089,,0,,79,University
Bathurst St at Wells St,3,,,43.67,-79.413,,0,,95,Annex
Bathurst Station at Bay 6,3,,,43.66653,-79.4113,,0,,95,Annex
Bathurst Street at St Clair Avenue West,3,,,43.68275,-79.4181,,0,,96,Casa Loma
Exhibition Loop,3,,,43.63633,-79.4154,,0,,163,Fort York-Liberty Village
Exhibition Loop,3,,,43.63587,-79.4171,,0,,163,Fort York-Liberty Village
Fleet Hub (Fort York Boulevard and Strachan Avenue),3,,,43.63637,-79.4085,,0,,163,Fort York-Liberty Village
Fleet Hub (Fort York Boulevard and Strachan Avenue),3,,,43.63628,-79.4074,,0,,163,Fort York-Liberty Village
Fleet St at Bastion St,3,,,43.63585,-79.4038,,0,,163,Fort York-Liberty Village
Fleet St at Bastion St West Side,3,,,43.63597,-79.4041,,0,,163,Fort York-Liberty Village
Fleet St at Bathurst St,3,,,43.63647,-79.4001,,0,,163,Fort York-Liberty Village
Fleet St at Bathurst St West Side,3,,,43.63642,-79.4005,,0,,163,Fort York-Liberty Village
Fleet St at Strachan Ave,3,,,43.63617,-79.4101,,0,,163,Fort York-Liberty Village
Manitoba Dr at Strachan Ave West Side,3,,,43.6363,-79.4104,,0,,163,Fort York-Liberty Village
St Clair Ave West at Bathurst St West Side,3,,,43.68306,-79.4189,,0,,94,Wychwood
Gunns Loop at St Clair Ave West,0,,,43.67191,-79.4718,,0,,90,Junction Area
St Clair Ave West at Arlington Ave East Side,0,,,43.6811,-79.4283,,0,,94,Wychwood
St Clair Ave West at Arlington Ave West Side,0,,,43.68096,-79.4294,,0,,94,Wychwood
St Clair Ave West at Avenue Rd East Side,0,,,43.68667,-79.4009,,0,,97,Yonge-St. Clair
St Clair Ave West at Avenue Rd West Side,0,,,43.68654,-79.4021,,0,,96,Casa Loma
St Clair Ave West at Bathurst St East Side,0,,,43.68321,-79.4177,,0,,96,Casa Loma
St Clair Ave West at Bathurst St West Side,0,,,43.68306,-79.4189,,0,,94,Wychwood
St Clair Ave West at Caledonia Rd East Side,0,,,43.67544,-79.4542,,0,,92,Corso Italia-Davenport
St Clair Ave West at Caledonia Rd West Side,0,,,43.67528,-79.4553,,0,,92,Corso Italia-Davenport
St Clair Ave West at Christie St East Side,0,,,43.68176,-79.4252,,0,,94,Wychwood
St Clair Ave West at Christie St West Side,0,,,43.68162,-79.4263,,0,,94,Wychwood
St Clair Ave West at Deer Park Cres East Side,0,,,43.68734,-79.3975,,0,,97,Yonge-St. Clair
St Clair Ave West at Deer Park Cres West Side,0,,,43.68719,-79.3987,,0,,97,Yonge-St. Clair
St Clair Ave West at Dufferin St West Side,0,,,43.67801,-79.4425,,0,,92,Corso Italia-Davenport
St Clair Ave West at Dufferin St West Side,0,,,43.67786,-79.4436,,0,,92,Corso Italia-Davenport
St Clair Ave West at Earlscourt Ave,0,,,43.67704,-79.4472,,0,,92,Corso Italia-Davenport
St Clair Ave West at Earlscourt Ave East Side,0,,,43.67705,-79.4468,,0,,92,Corso Italia-Davenport
St Clair Ave West at Glenholme Ave East Side,0,,,43.67899,-79.4381,,0,,92,Corso Italia-Davenport
St Clair Ave West at Glenholme Ave West Side,0,,,43.67881,-79.4393,,0,,92,Corso Italia-Davenport
St Clair Ave West at Keele St/ Weston Rd,0,,,43.67245,-79.4678,,0,,90,Junction Area
St Clair Ave West at Lansdowne Ave East Side,0,,,43.67635,-79.45,,0,,92,Corso Italia-Davenport
St Clair Ave West at Lansdowne Ave West Side,0,,,43.67619,-79.4511,,0,,92,Corso Italia-Davenport
St Clair Ave West at Laughton Ave East Side,0,,,43.67479,-79.4571,,0,,91,Weston-Pelham Park
St Clair Ave West at Laughton Ave West Side,0,,,43.67464,-79.4582,,0,,91,Weston-Pelham Park
St Clair Ave West at Oakwood Ave,0,,,43.67967,-79.4355,,0,,94,Wychwood
St Clair Ave West at Oakwood Ave East Side,0,,,43.67966,-79.4351,,0,,94,Wychwood
St Clair Ave West at Old Weston Rd East Side,0,,,43.6736,-79.4624,,0,,91,Weston-Pelham Park
St Clair Ave West at Old Weston Rd West Side,0,,,43.67343,-79.4636,,0,,91,Weston-Pelham Park
St Clair Ave West at Russell Hill Rd East Side,0,,,43.6854,-79.4073,,0,,96,Casa Loma
St Clair Ave West at Russell Hill Rd West Side,0,,,43.68526,-79.4084,,0,,96,Casa Loma
St Clair Ave West at Spadina Rd East Side,0,,,43.6847,-79.4106,,0,,96,Casa Loma
St Clair Ave West at Spadina Rd West Side,0,,,43.68454,-79.4117,,0,,96,Casa Loma
St Clair Ave West at Vaughan Rd East Side,0,,,43.68288,-79.4193,,0,,94,Wychwood
St Clair Ave West at Vaughan Rd West Side,0,,,43.68266,-79.4208,,0,,94,Wychwood
St Clair Ave West at Weston Rd/ Keele St West Side,0,,,43.67244,-79.4682,,0,,90,Junction Area
St Clair Ave West at Winona Dr East Side,0,,,43.68033,-79.4319,,0,,94,Wychwood
St Clair Ave West at Winona Dr West Side,0,,,43.68019,-79.433,,0,,94,Wychwood
St Clair Ave West at Yonge St West Side,0,,,43.68801,-79.3946,,0,,97,Yonge-St. Clair
St Clair Station at Bay 1,0,,,43.68783,-79.3929,,0,,98,Rosedale-Moore Park
185 Evans Ave,3,,,43.61805,-79.5132,,0,,160,Mimico-Queensway
400 Evans Ave,3,,,43.61538,-79.5285,,0,,160,Mimico-Queensway
400 Evans Ave,3,,,43.61525,-79.5282,,0,,160,Mimico-Queensway
450 Evans Ave,3,,,43.61459,-79.532,,0,,20,Alderwood
620 Evans Ave,3,,,43.61045,-79.5504,,0,,20,Alderwood
800 Royal York Rd,3,,,43.63922,-79.5087,,0,,16,Stonegate-Queensway
Brown's Line at Coules Crt (North) North Side,3,,,43.60882,-79.5481,,0,,20,Alderwood
Brown's Line at Coules Crt (North) South Side,3,,,43.60809,-79.5481,,0,,20,Alderwood
Brown's Line at Finsbury Cres,3,,,43.60401,-79.5464,,0,,20,Alderwood
Brown's Line at Horner Ave,3,,,43.60183,-79.5454,,0,,20,Alderwood
Brown's Line at Horner Ave,3,,,43.60153,-79.545,,0,,20,Alderwood
Brown's Line at Horner Ave South Side,3,,,43.60134,-79.5452,,0,,20,Alderwood
Brown's Line at Jellicoe Ave,3,,,43.5964,-79.5427,,0,,20,Alderwood
Brown's Line at Jellicoe Ave South Side,3,,,43.59629,-79.5429,,0,,20,Alderwood
Brown's Line at Lake Shore Blvd West North Side,3,,,43.59337,-79.5393,,0,,19,Long Branch
Brown's Line at Rimilton Ave,3,,,43.60376,-79.546,,0,,20,Alderwood
Brown's Line at Valermo Dr,3,,,43.60624,-79.5473,,0,,20,Alderwood
Brown's Line at Valermo Dr,3,,,43.60591,-79.5469,,0,,20,Alderwood
Brown's Line at Woodbury Rd,3,,,43.59939,-79.5443,,0,,20,Alderwood
Brown's Line at Woodbury Rd,3,,,43.59914,-79.544,,0,,20,Alderwood
Evans Ave at Arnold St,3,,,43.6164,-79.5211,,0,,160,Mimico-Queensway
Evans Ave at Arnold St West Side,3,,,43.61663,-79.5209,,0,,160,Mimico-Queensway
Evans Ave at Bellman Ave East Side,3,,,43.61425,-79.5328,,0,,20,Alderwood
Evans Ave at Brown's Line,3,,,43.61079,-79.549,,0,,20,Alderwood
Evans Ave at Brown's Line,3,,,43.61044,-79.5495,,0,,20,Alderwood
Evans Ave at Carnarvon Ave,3,,,43.6204,-79.5034,,0,,160,Mimico-Queensway
Evans Ave at Carnarvon Ave,3,,,43.62014,-79.5041,,0,,160,Mimico-Queensway
Evans Ave at Cremorne Ave,3,,,43.62085,-79.5014,,0,,160,Mimico-Queensway
Evans Ave at Cremorne Ave,3,,,43.62066,-79.5016,,0,,160,Mimico-Queensway
Evans Ave at Eastwick Rd,3,,,43.61762,-79.5155,,0,,160,Mimico-Queensway
Evans Ave at Eastwick Rd West Side,3,,,43.61778,-79.5156,,0,,160,Mimico-Queensway
Evans Ave at Gair Dr,3,,,43.61009,-79.552,,0,,20,Alderwood
Evans Ave at Gair Dr,3,,,43.60981,-79.5524,,0,,20,Alderwood
Evans Ave at Gamma St,3,,,43.61236,-79.5411,,0,,20,Alderwood
Evans Ave at Gamma St West Side,3,,,43.61267,-79.5406,,0,,20,Alderwood
Evans Ave at Garroch Pl,3,,,43.6197,-79.5066,,0,,160,Mimico-Queensway
Evans Ave at Garroch Pl,3,,,43.61955,-79.5069,,0,,160,Mimico-Queensway
Evans Ave at Horner Ave,3,,,43.61714,-79.5186,,0,,160,Mimico-Queensway
Evans Ave at Horner Ave,3,,,43.61681,-79.5191,,0,,160,Mimico-Queensway
Evans Ave at Islington Ave,3,,,43.61857,-79.5111,,0,,160,Mimico-Queensway
Evans Ave at Islington Ave,3,,,43.61819,-79.5116,,0,,160,Mimico-Queensway
Evans Ave at Islington Ave West Side,3,,,43.61823,-79.5129,,0,,160,Mimico-Queensway
Evans Ave at Kipling Ave,3,,,43.61604,-79.5243,,0,,160,Mimico-Queensway
Evans Ave at Kipling Ave,3,,,43.61575,-79.525,,0,,160,Mimico-Queensway
Evans Ave at North Carson St,3,,,43.6131,-79.5387,,0,,20,Alderwood
Evans Ave at North Carson St,3,,,43.61288,-79.5389,,0,,20,Alderwood
Evans Ave at Ourland Ave,3,,,43.61913,-79.5093,,0,,160,Mimico-Queensway
Evans Ave at Ourland Ave,3,,,43.61884,-79.5096,,0,,160,Mimico-Queensway
Evans Ave at Sheldon Ave,3,,,43.6113,-79.5459,,0,,20,Alderwood
Evans Ave at Sheldon Ave West Side,3,,,43.61153,-79.5458,,0,,20,Alderwood
Evans Ave at Sherway Gate West Side,3,,,43.60902,-79.5569,,0,,159,Etobicoke City Centre
Evans Ave at The East Mall,3,,,43.61205,-79.5436,,0,,20,Alderwood
Evans Ave at The East Mall,3,,,43.61172,-79.544,,0,,20,Alderwood
Evans Ave at Treeview Dr,3,,,43.61365,-79.5362,,0,,20,Alderwood
Evans Ave at Treeview Dr,3,,,43.61343,-79.5365,,0,,20,Alderwood
Lake Shore Blvd West at Fortieth St,3,,,43.59247,-79.5419,,0,,19,Long Branch
Long Branch Loop,3,,,43.59211,-79.5437,,0,,19,Long Branch
Opposite 810 Royal York Rd,3,,,43.63922,-79.5085,,0,,16,Stonegate-Queensway
Royal York Rd at Bloor St West,3,,,43.64718,-79.5111,,0,,16,Stonegate-Queensway
Royal York Rd at Bloor St West South Side,3,,,43.64697,-79.5113,,0,,16,Stonegate-Queensway
Royal York Rd at Castlebar Rd South Side,3,,,43.63234,-79.5052,,0,,16,Stonegate-Queensway
Royal York Rd at Coney Rd,3,,,43.63409,-79.5059,,0,,16,Stonegate-Queensway
Royal York Rd at Coney Rd North Side,3,,,43.63457,-79.5059,,0,,16,Stonegate-Queensway
Royal York Rd at Dalesford Rd,3,,,43.62436,-79.5016,,0,,16,Stonegate-Queensway
Royal York Rd at Evans Ave South Side,3,,,43.62159,-79.5008,,0,,160,Mimico-Queensway
Royal York Rd at Frankwood Rd,3,,,43.62894,-79.5038,,0,,16,Stonegate-Queensway
Royal York Rd at Glenroy Ave,3,,,43.64214,-79.5091,,0,,16,Stonegate-Queensway
Royal York Rd at Norseman St,3,,,43.63725,-79.5073,,0,,16,Stonegate-Queensway
Royal York Rd at Norseman St North Side,3,,,43.63737,-79.5071,,0,,16,Stonegate-Queensway
Royal York Rd at Oakfield Dr North Side,3,,,43.63286,-79.5053,,0,,16,Stonegate-Queensway
Royal York Rd at Sinclair St South Side,3,,,43.62415,-79.5018,,0,,16,Stonegate-Queensway
Royal York Rd at Tenby St,3,,,43.62772,-79.5031,,0,,16,Stonegate-Queensway
Royal York Rd at The Queensway,3,,,43.6265,-79.5028,,0,,16,Stonegate-Queensway
Royal York Rd at The Queensway,3,,,43.62621,-79.5024,,0,,16,Stonegate-Queensway
Royal York Rd at Thompson Ave,3,,,43.64188,-79.5092,,0,,16,Stonegate-Queensway
Royal York Rd at Van Dusen Blvd,3,,,43.64425,-79.5101,,0,,16,Stonegate-Queensway
Royal York Rd at Van Dusen Blvd North Side,3,,,43.64442,-79.5101,,0,,16,Stonegate-Queensway
Royal York Rd at York View Dr,3,,,43.63092,-79.5046,,0,,16,Stonegate-Queensway
Royal York Rd at York View Dr,3,,,43.63057,-79.5043,,0,,16,Stonegate-Queensway
Royal York Station at Bus Bay 3,3,,,43.6481,-79.5113,,0,,15,Kingsway South
Sherway Gardens Rd at Sherway Gate Mall),3,,,43.60985,-79.5578,,0,,159,Etobicoke City Centre
The West Mall at Sherway Dr - Trillium Health Centre (South,3,,,43.60942,-79.5598,,0,,159,Etobicoke City Centre
1290 Danforth Rd,3,,,43.74075,-79.2456,,0,,138,Eglinton East
1859 Kingston Rd,3,,,43.69508,-79.2594,,0,,122,Birchcliffe-Cliffside
2050 McCowan Rd,3,,,43.79506,-79.2612,,0,,129,Agincourt North
2121 Kingston Rd,3,,,43.70085,-79.2545,,0,,122,Birchcliffe-Cliffside
2661 Kingston Rd,3,,,43.71542,-79.2434,,0,,123,Cliffcrest
4325 McCowan Rd,3,,,43.82936,-79.2752,,0,,130,Milliken
4325 McCowan Rd (Milliken Park Rec Centre),3,,,43.82893,-79.2751,,0,,130,Milliken
Bingham Loop,3,,,43.68153,-79.2847,,0,,62,East End Danforth
Brimley Rd at Anson Ave,3,,,43.72435,-79.2428,,0,,123,Cliffcrest
Brimley Rd at Comrie Ter (North),3,,,43.72614,-79.2438,,0,,123,Cliffcrest
Brimley Rd at Comrie Ter (South),3,,,43.72468,-79.2432,,0,,123,Cliffcrest
Brimley Rd at Danforth Rd,3,,,43.73529,-79.2476,,0,,124,Kennedy Park
Brimley Rd at Danforth Rd,3,,,43.73512,-79.2472,,0,,138,Eglinton East
Brimley Rd at Eglinton Ave East,3,,,43.73595,-79.2476,,0,,138,Eglinton East
Brimley Rd at Kingston Rd North Side,3,,,43.71919,-79.2407,,0,,123,Cliffcrest
Brimley Rd at Lombardy Cres,3,,,43.73193,-79.2462,,0,,124,Kennedy Park
Brimley Rd at Lombardy Cres North Side,3,,,43.73219,-79.246,,0,,138,Eglinton East
Brimley Rd at Mandarin Rd,3,,,43.72246,-79.242,,0,,123,Cliffcrest
Brimley Rd at Minerva Ave,3,,,43.72273,-79.2423,,0,,123,Cliffcrest
Brimley Rd at Oakridge Dr,3,,,43.7258,-79.2434,,0,,123,Cliffcrest
Brimley Rd at Skagway Ave,3,,,43.72852,-79.2448,,0,,123,Cliffcrest
Brimley Rd at Skagway Ave,3,,,43.72825,-79.2444,,0,,123,Cliffcrest
Brimley Rd at St Clair Ave East,3,,,43.72107,-79.2416,,0,,123,Cliffcrest
Brimley Rd at St Clair Ave East,3,,,43.72074,-79.2413,,0,,123,Cliffcrest
Brimley Rd at St Clair Ave East South Side,3,,,43.7205,-79.2414,,0,,123,Cliffcrest
Danforth Rd at Barrymore Rd,3,,,43.75051,-79.2445,,0,,157,Bendale South
Danforth Rd at Carslake Cres South,3,,,43.74626,-79.2445,,0,,157,Bendale South
Danforth Rd at Eglinton Ave East,3,,,43.73728,-79.2463,,0,,138,Eglinton East
Danforth Rd at Hollyhedge Dr South,3,,,43.75106,-79.2443,,0,,157,Bendale South
Danforth Rd at Savarin St,3,,,43.74331,-79.2451,,0,,138,Eglinton East
Danforth Rd at Savarin St,3,,,43.74297,-79.245,,0,,138,Eglinton East
Danforth Rd at Seminole Ave,3,,,43.74792,-79.2446,,0,,157,Bendale South
Danforth Rd at Seminole Ave North Side,3,,,43.748,-79.2444,,0,,157,Bendale South
Danforth Rd at Tansley Ave South Side,3,,,43.74612,-79.2447,,0,,157,Bendale South
Danforth Rd at Trudelle St,3,,,43.73952,-79.2454,,0,,138,Eglinton East
Danforth Rd at Wetherby Dr,3,,,43.73956,-79.2456,,0,,138,Eglinton East
Kingston Rd at Birchcliff Ave,3,,,43.69161,-79.2647,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Birchcliff Ave,3,,,43.69134,-79.2648,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Birchmount Rd,3,,,43.69321,-79.2623,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Birchmount Rd East Side,3,,,43.69324,-79.2619,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Blantyre Ave,3,,,43.68153,-79.2813,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Blantyre Ave,3,,,43.68133,-79.2814,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Brimley Rd West Side,3,,,43.71801,-79.2409,,0,,123,Cliffcrest
Kingston Rd at Chine Dr,3,,,43.7143,-79.2451,,0,,123,Cliffcrest
Kingston Rd at Chine Dr,3,,,43.71392,-79.245,,0,,123,Cliffcrest
Kingston Rd at Claremore Ave,3,,,43.70416,-79.2528,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Cliffside Dr East Side,3,,,43.70418,-79.2525,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Eastwood Ave,3,,,43.6903,-79.267,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Fallingbrook Rd,3,,,43.68241,-79.2791,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Fallingbrook Rd,3,,,43.68214,-79.2794,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Glen Everest Rd,3,,,43.69787,-79.2567,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Glen Everest Rd East Side,3,,,43.69801,-79.2562,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Hunt Club Dr,3,,,43.68369,-79.277,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Kildonan Dr,3,,,43.68996,-79.2673,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Lakehurst Dr,3,,,43.69616,-79.258,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Manderley Dr,3,,,43.68907,-79.2691,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Manderley Dr,3,,,43.68867,-79.2694,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Midland Ave,3,,,43.71078,-79.2482,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Midland Ave West Side,3,,,43.71097,-79.2485,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Queensbury Ave,3,,,43.68557,-79.2743,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Queensbury Ave,3,,,43.6853,-79.2744,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Resthaven Memorial Gardens,3,,,43.71582,-79.2434,,0,,123,Cliffcrest
Kingston Rd at Ridgemoor Ave,3,,,43.70615,-79.2512,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Sandown Ave,3,,,43.70896,-79.2499,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Sandown Ave,3,,,43.70858,-79.2497,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Sharpe St,3,,,43.70653,-79.2514,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Victoria Park Ave,3,,,43.6809,-79.2839,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Victoria Park Ave East Side,3,,,43.68077,-79.2836,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Warden Ave,3,,,43.68802,-79.2707,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Warden Ave,3,,,43.68759,-79.271,,0,,122,Birchcliffe-Cliffside
Kingston Rd at Wood Glen Rd,3,,,43.68407,-79.2761,,0,,122,Birchcliffe-Cliffside
McCowan Rd Loop at Steeles Ave East,3,,,43.83243,-79.2751,,0,,,
McCowan Rd at 300 Consilium Pl,3,,,43.77827,-79.2536,,0,,142,Woburn North
McCowan Rd at Alton Towers Cir (North),3,,,43.82702,-79.2761,,0,,130,Milliken
McCowan Rd at Alton Towers Cir (North),3,,,43.82669,-79.2757,,0,,130,Milliken
McCowan Rd at Alton Towers Cir (South),3,,,43.8226,-79.2742,,0,,130,Milliken
McCowan Rd at Alton Towers Cir (South),3,,,43.82238,-79.2738,,0,,130,Milliken
McCowan Rd at Bellechasse St North Side,3,,,43.76135,-79.2472,,0,,142,Woburn North
McCowan Rd at Benleigh Dr,3,,,43.75845,-79.2463,,0,,156,Bendale-Glen Andrew
McCowan Rd at Benleigh Dr,3,,,43.75822,-79.246,,0,,142,Woburn North
McCowan Rd at Big Red Ave North Side,3,,,43.81478,-79.2704,,0,,129,Agincourt North
McCowan Rd at Bridley Dr,3,,,43.81452,-79.2706,,0,,129,Agincourt North
McCowan Rd at Brimorton Dr,3,,,43.76558,-79.2491,,0,,156,Bendale-Glen Andrew
McCowan Rd at Brimorton Dr,3,,,43.76525,-79.2487,,0,,142,Woburn North
McCowan Rd at Bushby Dr,3,,,43.77444,-79.2521,,0,,142,Woburn North
McCowan Rd at Commander Blvd,3,,,43.79626,-79.2617,,0,,129,Agincourt North
McCowan Rd at Commander Blvd North Side,3,,,43.79651,-79.2615,,0,,129,Agincourt North
McCowan Rd at Ellesmere Rd,3,,,43.77198,-79.2514,,0,,142,Woburn North
McCowan Rd at Ellesmere Rd South Side,3,,,43.77154,-79.2515,,0,,156,Bendale-Glen Andrew
McCowan Rd at Finch Ave East,3,,,43.80821,-79.2667,,0,,129,Agincourt North
McCowan Rd at Finch Ave East,3,,,43.80788,-79.2662,,0,,129,Agincourt North
McCowan Rd at Finch Ave East North Side,3,,,43.80861,-79.2666,,0,,129,Agincourt North
McCowan Rd at Highway 401,3,,,43.78256,-79.2552,,0,,128,Agincourt South-Malvern West
McCowan Rd at Hollyhedge Dr (North),3,,,43.75347,-79.2446,,0,,157,Bendale South
McCowan Rd at Hollyhedge Dr (North) South Side,3,,,43.75331,-79.2447,,0,,157,Bendale South
McCowan Rd at Huntingwood Dr,3,,,43.79882,-79.2628,,0,,129,Agincourt North
McCowan Rd at Hurley Cres South Side,3,,,43.76865,-79.2503,,0,,156,Bendale-Glen Andrew
McCowan Rd at Huronia Gate,3,,,43.76841,-79.25,,0,,142,Woburn North
McCowan Rd at Invergordon Ave,3,,,43.78732,-79.257,,0,,128,Agincourt South-Malvern West
McCowan Rd at Kenhatch Blvd,3,,,43.80159,-79.264,,0,,129,Agincourt North
McCowan Rd at Kenhatch Blvd,3,,,43.80132,-79.2636,,0,,129,Agincourt North
McCowan Rd at Lawrence Ave East (Scarborough General Hospita,3,,,43.75517,-79.2456,,0,,157,Bendale South
McCowan Rd at Lawrence Ave East Scarborough General Hospital,3,,,43.75524,-79.2453,,0,,157,Bendale South
McCowan Rd at McNicoll Ave,3,,,43.81813,-79.2722,,0,,130,Milliken
McCowan Rd at McNicoll Ave,3,,,43.81782,-79.2718,,0,,130,Milliken
McCowan Rd at Meldazy Dr (North),3,,,43.76359,-79.2483,,0,,156,Bendale-Glen Andrew
McCowan Rd at Meldazy Dr (South),3,,,43.76207,-79.2478,,0,,156,Bendale-Glen Andrew
McCowan Rd at Middlefield Rd,3,,,43.79853,-79.2623,,0,,129,Agincourt North
McCowan Rd at Milliken Wells Shopping Centre,3,,,43.82559,-79.2755,,0,,130,Milliken
McCowan Rd at Milner Ave,3,,,43.78552,-79.2567,,0,,128,Agincourt South-Malvern West
McCowan Rd at Milner Ave North Side,3,,,43.78596,-79.2565,,0,,128,Agincourt South-Malvern West
McCowan Rd at Nugget Ave,3,,,43.79221,-79.2601,,0,,128,Agincourt South-Malvern West
McCowan Rd at Nugget Ave,3,,,43.7919,-79.2596,,0,,128,Agincourt South-Malvern West
McCowan Rd at Opposite Milliken Wells Shopping Centre,3,,,43.82501,-79.275,,0,,130,Milliken
McCowan Rd at Pitfield Rd,3,,,43.78749,-79.2575,,0,,128,Agincourt South-Malvern West
McCowan Rd at Sandhurst Cir (North),3,,,43.81177,-79.2694,,0,,129,Agincourt North
McCowan Rd at Sandhurst Cir (North),3,,,43.81146,-79.269,,0,,129,Agincourt North
McCowan Rd at Sandhurst Cir (South),3,,,43.80529,-79.2655,,0,,129,Agincourt North
McCowan Rd at Sandhurst Cir (South),3,,,43.80498,-79.2651,,0,,129,Agincourt North
McCowan Rd at Sheppard Ave East,3,,,43.78979,-79.2591,,0,,128,Agincourt South-Malvern West
McCowan Rd at Sheppard Ave East,3,,,43.78947,-79.2586,,0,,128,Agincourt South-Malvern West
